Date,Impressions,AccountActivity,ProfileVists,WebsiteTags,PostInteractions,PostLikes,PostComments,PostShares,StoryInteractions,StoryReplies,StoryShares,IGTVInteractions,IGTVLikes,all13-17,all18-24,all25-34,all35-44,all45-54,all55-64,all65+,men13-17,men18-24,men25-34,men35-44,men45-54,men55-64,men65+,women13-17,women18-24,women25-34,women35-44,women45-54,women55-64,women65+,Followers,new_follow,unfollow,
Sep3-Sep9,345169,6309,6162,141,2569,2454,41,50,82,62,20,164,457,2.2,27,45,19,4.8,1.15,1.05,1.9,23,48,20,5.2,1.15,1.35,2.3,30,44,,4.6,1.15,0.85,28460,437,97,
