likes,comments
7.2m,42.8k
7.2m,11.9k
18.4m,42.7k
4.6m,27.8k
50.5m,94.4k
3.8m,29.4k
4.2m,18.1k
7.1m,47.4k
3.2m,13k
8.8m,55.2k
5.1m,20.6k
6.5m,70.4k
10.1m,82.5k
8.3m,76.1k
4.1m,17.2k
14.2m,37.3k
5.7m,57.1k
7.6m,"8,243"
9.5m,14.6k
5.6m,28.6k
6.1m,45.4k
5.8m,34.5k
11.5m,134k
7.2m,38.1k
31.6m,83.4k
3m,13.6k
2.9m,15.5k
4.2m,43.1k
6.2m,66.9k
18.5m,42.6k
5.2m,30k
4.3m,29.2k
5.4m,28.1k
4.3m,25.3k
4.6m,22.1k
3.7m,20k
6.7m,48.2k
4m,18.3k
5.1m,20.6k
3.3m,17.8k
12m,23.1k
10.8m,148k
6.2m,72.2k
2.7m,25k
4.8m,23.9k
5m,22.8k
4.8m,15.1k
4.6m,29.4k
4m,30.2k
5.3m,28.7k
8.1m,61.5k
9m,14.5k
6.7m,38.9k
8.3m,87.4k
4.7m,20.5k
5.1m,46.7k
5.8m,42k
4.3m,24k
7.2m,40.6k
5.7m,38.9k
3.3m,25.4k
5m,35.3k
4.7m,20k
8.6m,93.1k
13.9m,69.6k
10.2m,28.4k
4.8m,28.7k
6.1m,44.8k
5.5m,37.1k
9.7m,57k
4.2m,27.9k
8m,77.8k
3.8m,18.1k
3.6m,23.9k
5.8m,27.2k
1.7m,10.5k
5.8m,32.8k
5.4m,23.6k
3.5m,21.2k
7.8m,69.8k
5.4m,27k
4.7m,29.9k
7.5m,37.9k
5.5m,25.3k
6.3m,28.3k
11.5m,19.2k
7.9m,45.8k
10.5m,80.2k
4.7m,18.8k
7.7m,41.8k
8.9m,64.2k
35.1m,89.3k
10.6m,88.7k
7.1m,41k
9.8m,44.6k
5.8m,25.6k
7.7m,42.3k
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
3.7m,22.2k
8.1m,14.8k
5m,27.8k
4.2m,31.7k
15.1m,26.5k
6.3m,30.3k
3.7m,21.8k
4.6m,30.6k
6m,30.7k
16.5m,20k
2.5m,14.9k
5.8m,26k
4.1m,22.6k
5.8m,39.2k
9.5m,70.5k
3.9m,18.5k
8.5m,80.4k
5m,27k
13.1m,16.6k
3.9m,16.2k
6.2m,26.3k
6.6m,35.3k
4.9m,35.3k
6.2m,28.5k
7.7m,46.7k
6.4m,39.5k
7m,41.1k
7.7m,51.2k
6.2m,33.9k
2.1m,17.5k
6.7m,32.6k
5.1m,27.6k
7.5m,46.9k
6m,33k
6.7m,47.9k
5.4m,39.9k
8.7m,52.6k
6.1m,24.3k
8.8m,71.3k
4.8m,25k
8.2m,50.8k
5.1m,24.9k
4.1m,19.5k
8.6m,84.3k
25.4m,65.9k
8.6m,55.5k
5.4m,32k
4.3m,18.1k
5.3m,43.8k
4.4m,29.1k
5.9m,38.6k
2.4m,18.6k
4.4m,19.3k
7.8m,21.2k
5.5m,30.1k
14.7m,25.4k
4.9m,39.4k
5.4m,27.5k
7m,34.9k
7.3m,67k
2.9m,13.4k
12.4m,19.8k
4.5m,20.3k
6m,49.1k
4.4m,18.1k
3.9m,17.5k
8.1m,57.6k
4.8m,22.7k
4.4m,15.7k
5.1m,28.9k
9.5m,73k
5.3m,26.2k
5.2m,31.3k
5.4m,25.2k
19.6m,26.3k
26.8m,76.4k
4.8m,25.8k
5.7m,33.2k
8m,46.5k
5.1m,20.9k
4.2m,23.4k
5.6m,30.4k
4m,20.4k
10.9m,83.3k
7.2m,49.8k
6.2m,46.1k
5.6m,114k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
3.5m,20.7k
5.6m,34.2k
8.7m,91.1k
6.2m,46.1k
5.6m,114k
6.2m,31.2k
6.1m,29.8k
5.8m,27.6k
13.8m,18.7k
5.8m,17.8k
9m,60.2k
6.5m,59.9k
7.7m,186k
9.2m,228k
2.4m,12k
6.6m,"9,925"
4.9m,10.3k
1.9m,"7,455"
5.9m,36.4k
4.3m,20.6k
9.4m,100k
7.5m,60.3k
4.9m,55.8k
4.6m,"8,025"
4m,18.9k
1.7m,"9,563"
7.1m,55.1k
4.8m,30k
7.4m,43.6k
5.7m,27.5k
3.9m,"6,387"
8.4m,18.4k
5m,69.4k
4.2m,47.1k
7.3m,20.4k
26.3m,149k
6.7m,75.2k
4.5m,41.4k
7.2m,39.7k
4.6m,51.2k
8.2m,24.2k
4.5m,30.5k
5.3m,37.1k
4.3m,22.9k
4.6m,26.6k
5.2m,22.6k
5.3m,44.7k
5m,28.4k
3.7m,23.7k
3.3m,19.1k
8.2m,17.7k
8.4m,21.2k
2m,18.7k
3.6m,34.1k
4.2m,31.7k
5.3m,23.2k
2.8m,12.6k
3.4m,22.1k
3.6m,21.9k
5.4m,"7,957"
3.8m,15k
3.4m,25.2k
4.5m,34.1k
6.1m,43.3k
3.6m,22.4k
3.4m,16.3k
3.2m,17.4k
7.2m,93.9k
2m,17.1k
3.6m,20.8k
3.8m,20.9k
1.5m,12.9k
4.8m,10.6k
6.9m,37.4k
3.8m,20.1k
3.6m,15.9k
5.6m,62.8k
5.7m,61.1k
33.1m,69.8k
4.8m,34.6k
3.1m,13k
12.7m,26.8k
4.2m,20.8k
9m,14.4k
5.2m,32.1k
4.1m,24.6k
6.8m,181k
9.6m,32.1k
2.9m,24.4k
3.9m,"8,586"
6.5m,34k
3.8m,25.3k
3.3m,"7,652"
3.9m,25.5k
3.4m,24.3k
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
3.8m,14.7k
3.5m,11.4k
3.7m,19.5k
6m,42.2k
4.5m,26k
3m,45.5k
5.3m,66.9k
5.6m,"9,034"
4.2m,25.8k
4.5m,26.4k
1.9m,"7,149"
3.1m,13k
4.3m,19.9k
6.2m,24k
3.7m,23.4k
2.9m,18k
3.8m,26.3k
3.3m,16k
3.1m,14.5k
3.5m,18.9k
3.3m,17.8k
4.4m,18.3k
5.4m,41.2k
3.9m,20.5k
5.8m,30.6k
2.7m,10.3k
4.4m,19.1k
5.3m,22.2k
5.7m,49k
3.2m,13.2k
8.1m,113k
4.8m,31.6k
2.5m,17.4k
4.4m,47.8k
17.2m,73.8k
12.8m,83.2k
2.9m,121k
12.9m,23.2k
6.3m,51k
3.8m,17.9k
1.3m,"6,784"
5.8m,27.2k
5.6m,27.5k
7m,46.4k
10.6m,10.3k
3.8m,16.9k
2.8m,11.9k
2.5m,"9,613"
2.8m,14.6k
4.1m,"5,865"
4.8m,21.3k
12.7m,18.8k
2.5m,12.2k
3.1m,13.9k
6.5m,10.2k
2.4m,"8,632"
2.9m,10.8k
11.3m,152k
2.7m,11.3k
5.9m,29.1k
2.6m,"7,285"
3.2m,12.4k
3.3m,10.6k
13.1m,19.6k
4.9m,24.7k
4m,21.6k
5.6m,28.1k
2.6m,"7,547"
3.4m,12.4k
3m,"5,505"
3.1m,12.6k
14.1m,24.9k
4.3m,21k
24.3m,20.7k
1.5m,10.2k
4.4m,25.1k
3.8m,23k
2.8m,15.5k
3.2m,16.7k
3.8m,22.4k
1m,"6,736"
11.6m,13.8k
2.1m,"7,329"
3.2m,11.6k
6.2m,43.1k
4m,19.6k
2.3m,"6,989"
2.7m,10.7k
3.5m,10.1k
5m,23k
5.6m,55.3k
3.6m,14.2k
5.3m,58.5k
2.6m,10.8k
1.9m,11.7k
15.4m,25.3k
3.2m,16.7k
3.4m,17.6k
2.3m,13.5k
3.4m,20k
4.1m,19.1k
4.2m,"5,776"
3.7m,15.4k
3.1m,12.7k
2.9m,13.3k
5m,"6,576"
3.4m,20.6k
3.2m,11.9k
3.1m,16.6k
3m,10.9k
3.4m,13.1k
3.7m,12.6k
4.8m,20.5k
5.6m,"7,930"
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
1.1m,11.5k
,0
,0
,0
,0
,0
,0
,0
,0
4.5m,"6,140"
3.1m,12.9k
6.6m,"9,949"
,0
2.6m,"8,170"
3.5m,19.1k
5.5m,11.3k
3.5m,21k
3.5m,17.6k
2.9m,12.3k
8.9m,21.8k
3.1m,18.7k
2.5m,"9,198"
3.3m,18.2k
2.9m,17.4k
3.5m,21.5k
2.6m,16.3k
2.4m,11.9k
2.6m,16.6k
1.8m,"8,502"
5.9m,50.4k
2.3m,"9,870"
4.3m,24.3k
2.9m,14.2k
2.8m,11.3k
3.5m,17.7k
2.6m,"8,263"
10.9m,42.3k
3.3m,20.5k
2.6m,12k
2.6m,10.4k
1.5m,"5,778"
7.2m,50.6k
2.8m,"9,161"
3.5m,"7,077"
2.1m,"6,655"
3.3m,12k
2.4m,"6,564"
2.7m,"9,285"
2.6m,"8,272"
3.9m,20.4k
