likes,comments
3.9m,30.2k
14.7m,20.1k
4m,16.4k
2.7m,"8,275"
3m,14.1k
2.6m,"9,533"
10.6m,"6,039"
836k,"5,118"
2.1m,10.8k
14.1m,36.2k
3.2m,16.8k
2.9m,18.1k
1.9m,35.7k
7.9m,"6,347"
766k,"6,290"
18.3m,108k
1.2m,"8,137"
766k,"6,290"
18.3m,108k
1.2m,"8,137"
987k,19.9k
18.9m,14.2k
12.2m,"8,040"
